latitude(deg);longitude(deg);height(m);Q;ns;sdn(m);sde(m);sdu(m);sdne(m);sdeu(m);sdun(m);age(s);ratio
40103594893;-105170786618;15373121;1;17;0.0061;0.0062;0.0112;0.0020;-0.0046;-0.0022;0.79;3.0
40103598337;-105170798065;15368901;2;17;0.0878;0.0479;0.1262;-0.0047;-0.0233;0.0851;0.99;2.9
40103606097;-105170810259;15368822;2;17;0.0876;0.0478;0.1260;-0.0049;-0.0233;0.0848;0.19;2.9
40103613525;-105170821836;15368756;2;17;0.0874;0.0478;0.1257;-0.0050;-0.0233;0.0846;0.39;2.9
40103620498;-105170832788;15368686;2;17;0.0872;0.0478;0.1255;-0.0051;-0.0233;0.0843;0.59;2.9
40103627252;-105170843082;15368555;2;17;0.0870;0.0478;0.1253;-0.0051;-0.0233;0.0841;0.79;2.8
40103633699;-105170852944;15368481;2;17;0.0868;0.0478;0.1252;-0.0052;-0.0233;0.0839;0.99;2.8
40103639759;-105170862210;15368483;2;17;0.0867;0.0477;0.1250;-0.0053;-0.0233;0.0837;0.19;2.8
40103645506;-105170870907;15368505;2;17;0.0865;0.0477;0.1248;-0.0054;-0.0233;0.0835;0.39;2.8
40103650884;-105170879035;15368515;2;17;0.0863;0.0477;0.1246;-0.0055;-0.0234;0.0832;0.59;2.9
40103655741;-105170886462;15368507;2;17;0.0861;0.0477;0.1244;-0.0056;-0.0234;0.0830;0.79;2.8
40103660278;-105170893241;15368575;2;17;0.0859;0.0477;0.1241;-0.0056;-0.0234;0.0827;0.99;2.8
40103664361;-105170899188;15368549;2;17;0.0857;0.0476;0.1239;-0.0057;-0.0234;0.0825;0.19;1.8
40103667927;-105170904437;15368447;2;17;0.0855;0.0476;0.1237;-0.0058;-0.0234;0.0822;0.39;2.6
40103670998;-105170908847;15368362;2;17;0.0853;0.0476;0.1235;-0.0059;-0.0234;0.0820;0.59;2.7
40103673548;-105170912565;15368501;2;17;0.0851;0.0476;0.1233;-0.0059;-0.0234;0.0818;0.79;2.6
40103675628;-105170915637;15368568;2;17;0.0849;0.0476;0.1231;-0.0060;-0.0234;0.0815;0.99;2.6
40103677297;-105170918010;15368635;2;17;0.0847;0.0476;0.1229;-0.0061;-0.0235;0.0813;0.19;2.6
40103679084;-105170920392;15368640;2;17;0.0845;0.0475;0.1227;-0.0061;-0.0235;0.0811;0.39;2.5
40103680944;-105170922743;15368732;2;17;0.0843;0.0475;0.1225;-0.0062;-0.0235;0.0808;0.59;2.5
40103682755;-105170925079;15368750;2;17;0.0841;0.0475;0.1223;-0.0063;-0.0235;0.0806;0.79;2.4
40103684578;-105170927382;15368746;2;17;0.0840;0.0475;0.1221;-0.0063;-0.0235;0.0804;0.99;2.4
40103686606;-105170929920;15368873;2;17;0.0838;0.0475;0.1219;-0.0064;-0.0235;0.0801;0.19;2.4
40103689306;-105170932701;15368821;2;17;0.0836;0.0474;0.1217;-0.0064;-0.0235;0.0799;0.39;2.5
40103692645;-105170935731;15368774;2;17;0.0834;0.0474;0.1215;-0.0065;-0.0235;0.0797;0.59;2.5
40103696520;-105170938945;15368687;2;17;0.0832;0.0474;0.1213;-0.0065;-0.0235;0.0794;0.79;2.4
40103700862;-105170942103;15368655;2;17;0.0830;0.0474;0.1211;-0.0066;-0.0236;0.0792;0.99;2.4
40103705565;-105170944913;15368774;2;17;0.0828;0.0474;0.1209;-0.0066;-0.0236;0.0790;0.19;2.4
40103710823;-105170947405;15368662;2;17;0.0826;0.0474;0.1207;-0.0067;-0.0236;0.0787;0.39;2.4
40103716726;-105170949529;15368583;2;17;0.0825;0.0473;0.1205;-0.0067;-0.0236;0.0785;0.59;2.4
40103723146;-105170950967;15368739;2;17;0.0823;0.0473;0.1203;-0.0068;-0.0236;0.0783;0.79;2.4
40103730146;-105170951677;15368736;2;17;0.0821;0.0473;0.1201;-0.0068;-0.0236;0.0781;0.99;2.4
40103737587;-105170951513;15368751;2;17;0.0820;0.0476;0.1200;-0.0049;-0.0240;0.0777;0.19;1.4
40103745423;-105170950150;15368773;2;16;0.0819;0.0475;0.1201;-0.0055;-0.0241;0.0774;0.39;1.8
40103753517;-105170947644;15368619;2;16;0.0817;0.0474;0.1200;-0.0061;-0.0240;0.0771;0.59;2.1
40103761789;-105170944110;15368571;2;15;0.0815;0.0475;0.1199;-0.0067;-0.0244;0.0770;0.79;2.5
40103770121;-105170939566;15368470;2;15;0.0813;0.0475;0.1197;-0.0069;-0.0245;0.0768;0.99;2.8
40103782280;-105170935293;15371542;1;15;0.0059;0.0063;0.0123;-0.0021;-0.0050;-0.0043;0.19;3.1
40103791021;-105170928776;15371373;1;15;0.0059;0.0063;0.0123;-0.0021;-0.0050;-0.0043;0.39;3.1
40103800009;-105170921416;15371214;1;15;0.0059;0.0063;0.0123;-0.0021;-0.0050;-0.0044;0.59;3.2
40103809331;-105170913439;15371147;1;15;0.0060;0.0064;0.0124;-0.0021;-0.0050;-0.0044;0.79;3.3
40103818886;-105170904771;15371072;1;15;0.0060;0.0064;0.0125;-0.0021;-0.0051;-0.0044;0.99;3.4
40103828550;-105170895411;15371091;1;15;0.0059;0.0063;0.0123;-0.0021;-0.0050;-0.0044;0.19;3.4
40103838432;-105170885462;15371095;1;15;0.0059;0.0063;0.0123;-0.0021;-0.0050;-0.0043;0.39;3.3
40103848734;-105170874670;15370814;1;15;0.0059;0.0063;0.0123;-0.0021;-0.0050;-0.0044;0.59;3.3
40103859287;-105170863522;15370535;1;15;0.0060;0.0064;0.0124;-0.0021;-0.0050;-0.0044;0.79;3.2
40103869996;-105170851831;15370293;1;16;0.0060;0.0064;0.0124;-0.0021;-0.0051;-0.0044;0.99;3.2
40103880821;-105170839745;15370199;1;16;0.0057;0.0063;0.0121;-0.0019;-0.0051;-0.0039;0.19;3.5
40103891905;-105170826864;15370086;1;16;0.0052;0.0063;0.0111;-0.0019;-0.0051;-0.0022;0.39;3.5
40103902931;-105170813873;15369944;1;14;0.0057;0.0066;0.0117;-0.0018;-0.0057;0.0007;0.59;4.1
40103914218;-105170800368;15369596;1;14;0.0058;0.0066;0.0119;-0.0018;-0.0058;0.0009;0.79;4.3
40103925821;-105170786946;15369391;1;14;0.0058;0.0067;0.0120;-0.0018;-0.0058;0.0009;0.99;4.6
40103937400;-105170773146;15369040;1;15;0.0058;0.0067;0.0121;-0.0018;-0.0058;0.0009;1.19;4.7
40103949294;-105170759241;15368908;1;13;0.0073;0.0078;0.0128;-0.0045;-0.0056;-0.0036;0.39;3.7
40103961372;-105170745267;15368725;1;13;0.0074;0.0078;0.0130;-0.0047;-0.0055;-0.0037;0.59;3.7
40103973651;-105170731256;15368722;1;12;0.0079;0.0096;0.0138;-0.0062;-0.0026;-0.0051;0.79;3.5
40103985884;-105170716719;15368705;1;13;0.0080;0.0098;0.0140;-0.0064;-0.0017;-0.0053;0.99;3.4
40103998301;-105170702155;15368743;1;13;0.0075;0.0089;0.0141;-0.0053;-0.0028;-0.0050;1.19;3.4
40104010734;-105170687787;15368563;1;13;0.0070;0.0081;0.0138;-0.0044;-0.0034;-0.0046;0.39;3.4
40104023360;-105170673054;15368675;1;13;0.0068;0.0078;0.0137;-0.0040;-0.0037;-0.0044;0.59;3.3
40104036122;-105170658338;15368638;1;14;0.0068;0.0077;0.0138;-0.0039;-0.0040;-0.0043;0.79;3.2
40104049035;-105170643721;15368638;1;14;0.0065;0.0076;0.0136;-0.0036;-0.0043;-0.0037;0.99;3.3
40104058820;-105170627576;15365797;2;13;0.0780;0.0472;0.1167;-0.0094;-0.0244;0.0732;0.19;2.3
40104071822;-105170612825;15365666;2;13;0.0779;0.0472;0.1166;-0.0094;-0.0244;0.0732;0.39;2.3
40104084828;-105170598184;15365426;2;13;0.0778;0.0472;0.1166;-0.0093;-0.0244;0.0731;0.59;2.6
40104097994;-105170583544;15365130;2;13;0.0778;0.0472;0.1165;-0.0095;-0.0243;0.0729;0.79;2.4
40104110972;-105170568832;15364821;2;13;0.0776;0.0471;0.1164;-0.0095;-0.0244;0.0727;0.99;2.4
40104123882;-105170554310;15364672;2;13;0.0774;0.0471;0.1163;-0.0096;-0.0244;0.0726;0.19;2.5
40104136568;-105170539701;15364742;2;14;0.0772;0.0471;0.1161;-0.0096;-0.0244;0.0723;0.39;2.5
40104149460;-105170525840;15364642;2;14;0.0772;0.0475;0.1160;-0.0109;-0.0241;0.0721;0.59;2.6
40104162343;-105170512048;15364495;2;14;0.0771;0.0474;0.1159;-0.0108;-0.0241;0.0719;0.79;2.7
40104174993;-105170498041;15364547;2;12;0.0770;0.0473;0.1158;-0.0108;-0.0244;0.0718;0.99;1.2
40104187446;-105170484139;15364391;2;12;0.0768;0.0472;0.1156;-0.0107;-0.0245;0.0717;0.19;1.2
40104199903;-105170470566;15364229;2;11;0.0770;0.0475;0.1157;-0.0111;-0.0241;0.0718;0.39;1.2
40104212275;-105170457123;15364036;2;12;0.0769;0.0475;0.1157;-0.0111;-0.0240;0.0717;0.59;1.2
40104224492;-105170443586;15363895;2;12;0.0768;0.0473;0.1157;-0.0106;-0.0241;0.0717;0.79;1.2
40104236619;-105170430078;15363842;2;13;0.0766;0.0472;0.1156;-0.0103;-0.0243;0.0715;0.99;1.2
40104248553;-105170416666;15363822;2;13;0.0764;0.0471;0.1154;-0.0102;-0.0243;0.0714;0.19;1.2
40104260497;-105170403586;15363777;2;12;0.0763;0.0474;0.1153;-0.0112;-0.0242;0.0712;0.39;1.2
40104272255;-105170390651;15363713;2;12;0.0762;0.0474;0.1152;-0.0114;-0.0241;0.0710;0.59;1.3
40104283604;-105170377566;15363636;2;12;0.0761;0.0474;0.1151;-0.0115;-0.0241;0.0709;0.79;1.3
40104294756;-105170365032;15363538;2;12;0.0760;0.0474;0.1150;-0.0115;-0.0242;0.0707;0.99;1.3
40104305340;-105170352962;15363530;2;12;0.0760;0.0476;0.1149;-0.0123;-0.0240;0.0705;0.19;1.3
40104315413;-105170341493;15363530;2;13;0.0758;0.0476;0.1148;-0.0122;-0.0240;0.0704;0.39;1.3
40104325013;-105170330328;15363443;2;13;0.0756;0.0474;0.1147;-0.0117;-0.0239;0.0702;0.59;1.3
40104334231;-105170319389;15363242;2;14;0.0755;0.0473;0.1145;-0.0114;-0.0238;0.0701;0.79;1.3
40104343084;-105170308837;15363257;2;13;0.0753;0.0472;0.1145;-0.0112;-0.0241;0.0700;0.99;1.3
40104351504;-105170298463;15363238;2;13;0.0752;0.0471;0.1144;-0.0108;-0.0243;0.0699;0.19;1.4
40104359509;-105170288266;15363388;2;14;0.0750;0.0470;0.1143;-0.0107;-0.0244;0.0698;0.39;1.1
40104366926;-105170278028;15363329;2;14;0.0749;0.0470;0.1141;-0.0105;-0.0244;0.0697;0.59;1.2
40104373973;-105170267631;15363392;2;14;0.0748;0.0469;0.1140;-0.0105;-0.0245;0.0697;0.79;1.3
40104380519;-105170256946;15363440;2;14;0.0746;0.0469;0.1139;-0.0104;-0.0245;0.0696;0.99;1.5
40104386380;-105170245995;15363503;2;15;0.0745;0.0469;0.1137;-0.0102;-0.0246;0.0694;0.19;1.8
40104391607;-105170234802;15363395;2;15;0.0744;0.0468;0.1136;-0.0102;-0.0245;0.0692;0.39;2.1
40104396068;-105170223312;15363362;2;15;0.0742;0.0468;0.1134;-0.0101;-0.0244;0.0691;0.59;2.3
40104399703;-105170211592;15363384;2;15;0.0741;0.0468;0.1133;-0.0100;-0.0243;0.0689;0.79;2.6
40104402731;-105170199478;15363325;2;15;0.0739;0.0467;0.1132;-0.0100;-0.0243;0.0688;0.99;2.8
40104407322;-105170188379;15365348;1;15;0.0057;0.0067;0.0115;-0.0020;-0.0035;-0.0012;1.19;3.1
40104408509;-105170175950;15365303;1;15;0.0058;0.0067;0.0115;-0.0019;-0.0034;-0.0014;1.39;3.4
40104408869;-105170163403;15365242;1;15;0.0056;0.0066;0.0113;-0.0018;-0.0034;-0.0014;0.59;3.5
40104408394;-105170150768;15365211;1;16;0.0056;0.0066;0.0112;-0.0018;-0.0033;-0.0015;0.79;3.5
40104407065;-105170138133;15365279;1;16;0.0057;0.0066;0.0113;-0.0017;-0.0033;-0.0016;0.99;3.4
40104404812;-105170125638;15365203;1;16;0.0056;0.0063;0.0111;-0.0017;-0.0035;-0.0016;0.19;3.4
40104401787;-105170112638;15364956;1;15;0.0060;0.0071;0.0121;0.0022;-0.0057;-0.0037;0.39;5.2
40104397852;-105170099309;15364891;1;15;0.0060;0.0072;0.0123;0.0024;-0.0060;-0.0039;0.59;5.2
40104393092;-105170085834;15364758;1;15;0.0060;0.0072;0.0123;0.0024;-0.0060;-0.0039;0.79;5.3
40104387480;-105170072132;15364676;1;15;0.0060;0.0072;0.0124;0.0024;-0.0061;-0.0039;0.99;5.2
40104381147;-105170058478;15364777;1;15;0.0061;0.0071;0.0122;0.0024;-0.0060;-0.0039;0.19;5.3
40104373966;-105170044840;15364810;1;15;0.0060;0.0070;0.0122;0.0024;-0.0060;-0.0039;0.39;5.3
40104366233;-105170030895;15364588;1;15;0.0060;0.0070;0.0122;0.0025;-0.0060;-0.0039;0.59;5.4
40104357936;-105170016949;15364625;1;14;0.0061;0.0085;0.0144;0.0018;-0.0085;-0.0033;0.79;5.5
40104349182;-105170003048;15364639;1;14;0.0061;0.0088;0.0152;0.0019;-0.0091;-0.0034;0.99;5.7
40104339930;-105169989184;15364755;1;14;0.0061;0.0087;0.0152;0.0018;-0.0091;-0.0033;0.19;5.8
40104330275;-105169975230;15364838;1;14;0.0060;0.0087;0.0151;0.0018;-0.0091;-0.0033;0.39;6.0
40104320328;-105169961274;15365107;1;14;0.0060;0.0087;0.0152;0.0020;-0.0091;-0.0035;0.59;5.9
40104309998;-105169947232;15365352;1;13;0.0072;0.0088;0.0161;0.0004;-0.0094;0.0029;0.79;6.7
40104299707;-105169932961;15365334;1;13;0.0073;0.0089;0.0165;-0.0008;-0.0096;0.0034;0.99;6.9
40104289413;-105169918520;15365126;1;13;0.0072;0.0088;0.0164;-0.0007;-0.0095;0.0033;0.19;6.6
40104278990;-105169904625;15365405;1;13;0.0072;0.0088;0.0163;-0.0007;-0.0095;0.0033;0.39;6.5
40104268647;-105169890527;15365415;1;13;0.0072;0.0088;0.0164;-0.0007;-0.0096;0.0033;0.59;6.5
40104258400;-105169876356;15365398;1;14;0.0072;0.0088;0.0165;-0.0007;-0.0096;0.0033;0.79;6.6
40104246109;-105169860698;15363648;2;13;0.0713;0.0468;0.1116;-0.0101;-0.0263;0.0660;0.99;1.1
40104235812;-105169846466;15363763;2;13;0.0712;0.0470;0.1115;-0.0108;-0.0264;0.0658;0.19;2.7
40104227694;-105169833479;15365499;1;14;0.0063;0.0087;0.0158;0.0019;-0.0093;-0.0018;0.39;5.5
40104217413;-105169818913;15365489;1;14;0.0062;0.0081;0.0151;0.0004;-0.0086;-0.0008;0.59;6.5
40104207377;-105169804125;15365641;1;14;0.0061;0.0076;0.0144;-0.0015;-0.0078;0.0014;0.79;7.0
40104197361;-105169789094;15365721;1;14;0.0060;0.0073;0.0138;-0.0018;-0.0072;0.0018;0.99;7.1
40104187375;-105169773892;15365858;1;14;0.0059;0.0071;0.0132;-0.0018;-0.0068;0.0019;0.19;7.3
40104177369;-105169758553;15365886;1;14;0.0059;0.0070;0.0130;-0.0019;-0.0065;0.0020;0.39;7.5
40104167208;-105169742804;15365977;1;14;0.0059;0.0069;0.0128;-0.0020;-0.0064;0.0021;0.59;7.7
40104157042;-105169726946;15366160;1;14;0.0059;0.0069;0.0128;-0.0020;-0.0063;0.0021;0.79;7.9
40104146917;-105169710638;15366169;1;13;0.0061;0.0088;0.0148;0.0021;-0.0082;-0.0026;0.99;8.0
40104136558;-105169694233;15365998;1;13;0.0061;0.0088;0.0154;0.0023;-0.0088;-0.0031;0.19;8.1
40104126130;-105169677658;15365827;1;13;0.0061;0.0087;0.0154;0.0023;-0.0089;-0.0031;0.39;8.4
40104115606;-105169661019;15365859;1;12;0.0061;0.0090;0.0155;0.0024;-0.0088;-0.0031;0.59;8.7
40104105478;-105169642383;15364726;1;11;0.0062;0.0127;0.0166;0.0041;-0.0113;-0.0041;0.79;9.8
40104094858;-105169624802;15364232;1;11;0.0064;0.0135;0.0184;0.0046;-0.0112;-0.0035;0.99;6.6
40104084054;-105169608517;15364441;1;10;0.0076;0.0184;0.0208;0.0085;-0.0151;-0.0067;1.19;5.3
40104073368;-105169592134;15364709;1;10;0.0076;0.0193;0.0214;0.0090;-0.0163;-0.0074;0.39;5.3
40104062879;-105169575562;15364948;1;11;0.0076;0.0194;0.0216;0.0090;-0.0164;-0.0075;0.59;5.4
40104052607;-105169558747;15364903;1;12;0.0075;0.0190;0.0215;0.0087;-0.0166;-0.0077;0.79;5.7
40104040485;-105169540748;15363579;2;10;0.0698;0.0501;0.1110;-0.0025;-0.0300;0.0634;0.99;2.0
40104030248;-105169524014;15363385;2;12;0.0697;0.0484;0.1102;-0.0049;-0.0274;0.0634;0.19;2.0
40104019907;-105169507825;15363176;2;12;0.0696;0.0480;0.1099;-0.0053;-0.0268;0.0634;0.39;2.0
40104009843;-105169491551;15363048;2;13;0.0696;0.0487;0.1101;-0.0045;-0.0282;0.0632;0.59;2.0
40103999794;-105169475590;15362899;2;12;0.0698;0.0493;0.1114;0.0052;-0.0306;0.0623;0.79;1.4
40103989802;-105169459620;15362678;2;11;0.0700;0.0507;0.1132;0.0107;-0.0343;0.0611;0.99;1.3
40103979681;-105169443988;15362484;2;11;0.0702;0.0516;0.1143;0.0129;-0.0366;0.0603;1.19;1.3
40103969314;-105169428434;15361774;2;11;0.0701;0.0518;0.1145;0.0135;-0.0372;0.0600;0.39;1.4
40103959800;-105169413756;15361341;2;10;0.0702;0.0521;0.1148;0.0129;-0.0379;0.0603;0.59;1.4
40103950433;-105169399575;15361219;2;10;0.0701;0.0522;0.1150;0.0129;-0.0382;0.0603;0.79;1.4
40103940769;-105169385756;15361687;2;8;0.0703;0.0526;0.1152;0.0130;-0.0387;0.0602;0.99;1.4
40103931353;-105169372379;15361819;2;7;0.0703;0.0528;0.1152;0.0136;-0.0386;0.0603;0.19;1.4
40103922130;-105169359454;15361574;2;5;0.0712;0.0537;0.1158;0.0171;-0.0369;0.0615;0.39;0.0
40103912991;-105169347294;15361387;2;7;0.0818;0.0638;0.1169;0.0410;-0.0404;0.0590;0.59;0.0
40103903981;-105169335280;15361443;2;7;0.0854;0.0693;0.1167;0.0486;-0.0419;0.0580;0.79;0.0
40103896038;-105169322226;15361517;2;7;0.0834;0.0682;0.1158;0.0461;-0.0410;0.0585;0.99;0.0
40103887151;-105169312164;15361696;2;9;0.0814;0.0657;0.1148;0.0426;-0.0393;0.0590;0.19;0.0
40103878847;-105169301946;15361673;2;10;0.0803;0.0644;0.1143;0.0406;-0.0352;0.0601;0.39;0.0
40103870984;-105169292149;15361788;2;11;0.0795;0.0621;0.1138;0.0386;-0.0335;0.0604;0.59;0.0
40103863404;-105169282861;15361939;2;11;0.0790;0.0607;0.1145;0.0375;-0.0328;0.0598;0.79;0.0
40103856105;-105169274040;15361900;2;9;0.0787;0.0601;0.1146;0.0369;-0.0328;0.0593;0.99;0.0
40103849245;-105169265572;15362039;2;11;0.0785;0.0598;0.1143;0.0365;-0.0328;0.0591;0.19;0.0
40103842717;-105169257792;15362173;2;13;0.0783;0.0595;0.1141;0.0362;-0.0326;0.0590;0.39;0.0
40103836305;-105169250166;15363322;1;14;0.0107;0.0144;0.0185;0.0088;-0.0105;0.0028;0.59;3.9
40103830945;-105169242902;15363597;1;14;0.0086;0.0124;0.0168;0.0060;-0.0101;-0.0019;0.79;3.3
40103826684;-105169236064;15362512;2;15;0.0778;0.0588;0.1134;0.0356;-0.0325;0.0588;0.99;2.9
40103822780;-105169229016;15362361;2;15;0.0776;0.0586;0.1132;0.0355;-0.0324;0.0586;0.19;2.9
40103819623;-105169221908;15362408;2;15;0.0775;0.0585;0.1130;0.0353;-0.0323;0.0585;0.39;2.8
40103816979;-105169214585;15363584;1;15;0.0067;0.0098;0.0146;0.0033;-0.0080;-0.0021;0.59;3.3
40103815450;-105169207380;15363519;1;15;0.0066;0.0095;0.0142;0.0030;-0.0076;-0.0021;0.79;3.7
40103814874;-105169200235;15363474;1;15;0.0065;0.0093;0.0139;0.0028;-0.0073;-0.0021;0.99;4.0
40103815074;-105169193094;15363484;1;15;0.0063;0.0090;0.0135;0.0026;-0.0071;-0.0021;0.19;4.1
40103815991;-105169186379;15363667;1;15;0.0062;0.0089;0.0133;0.0024;-0.0069;-0.0021;0.39;4.0
40103817575;-105169179876;15363678;1;14;0.0063;0.0091;0.0139;0.0011;-0.0075;0.0013;0.59;3.9
40103819779;-105169173617;15363432;1;15;0.0063;0.0090;0.0140;0.0006;-0.0075;0.0016;0.79;4.1
40103822509;-105169168099;15363551;1;14;0.0063;0.0090;0.0140;-0.0005;-0.0074;0.0016;0.99;4.1
40103825840;-105169163422;15363213;1;14;0.0062;0.0088;0.0138;-0.0007;-0.0073;0.0016;0.19;4.2
40103829460;-105169159158;15363009;1;14;0.0061;0.0087;0.0137;-0.0009;-0.0072;0.0016;0.39;4.5
40103833552;-105169155736;15361958;2;13;0.0763;0.0578;0.1122;0.0342;-0.0323;0.0573;0.59;0.0
40103837808;-105169153157;15361783;2;13;0.0763;0.0577;0.1122;0.0342;-0.0323;0.0572;0.79;0.0
40103841921;-105169151103;15361797;2;14;0.0762;0.0577;0.1121;0.0341;-0.0323;0.0571;0.99;0.0
40103846143;-105169149897;15361761;2;14;0.0761;0.0576;0.1124;0.0341;-0.0325;0.0569;0.19;0.0
40103850292;-105169149366;15361610;2;12;0.0761;0.0580;0.1125;0.0335;-0.0327;0.0568;0.39;0.0
40103854436;-105169149282;15361310;2;13;0.0761;0.0580;0.1123;0.0333;-0.0326;0.0567;0.59;0.0
40103858767;-105169149471;15361399;2;15;0.0759;0.0578;0.1121;0.0334;-0.0325;0.0566;0.79;0.0
40103862878;-105169150509;15361351;2;15;0.0757;0.0576;0.1119;0.0335;-0.0326;0.0564;0.99;0.0
40103866807;-105169152481;15361504;2;15;0.0756;0.0575;0.1118;0.0335;-0.0326;0.0563;0.19;0.0
40103870578;-105169155029;15361454;2;14;0.0755;0.0575;0.1116;0.0333;-0.0326;0.0562;0.39;0.0
40103874185;-105169157815;15361529;2;14;0.0754;0.0574;0.1115;0.0332;-0.0326;0.0560;0.59;0.0
40103877615;-105169160704;15361550;2;13;0.0754;0.0574;0.1114;0.0330;-0.0326;0.0559;0.79;0.0
40103880873;-105169164328;15361323;2;14;0.0753;0.0574;0.1113;0.0330;-0.0326;0.0557;0.99;0.0
40103883228;-105169168933;15361557;2;14;0.0752;0.0573;0.1112;0.0330;-0.0325;0.0556;0.19;0.0
40103885330;-105169172777;15361705;1;14;0.0324;0.0325;0.0699;0.0310;-0.0466;-0.0468;0.39;3.7
40103888322;-105169178003;15361851;2;15;0.0750;0.0572;0.1110;0.0329;-0.0324;0.0553;0.59;2.6
40103890556;-105169183254;15361765;2;14;0.0748;0.0571;0.1109;0.0329;-0.0325;0.0552;0.79;2.4
40103892678;-105169189253;15361726;2;14;0.0747;0.0570;0.1108;0.0330;-0.0325;0.0551;0.99;2.3
40103894633;-105169195855;15361926;2;14;0.0746;0.0569;0.1108;0.0329;-0.0325;0.0550;1.19;2.1
40103896844;-105169203310;15362015;2;13;0.0745;0.0570;0.1108;0.0329;-0.0323;0.0549;1.39;1.9
40103898794;-105169210798;15362147;2;13;0.0745;0.0570;0.1107;0.0328;-0.0323;0.0548;1.59;2.2
40103900866;-105169219211;15362336;2;14;0.0744;0.0569;0.1107;0.0328;-0.0323;0.0546;1.79;2.2
40103903039;-105169228069;15362474;2;14;0.0742;0.0568;0.1105;0.0327;-0.0324;0.0546;0.99;1.3
40103905151;-105169237209;15362725;2;14;0.0742;0.0568;0.1104;0.0328;-0.0325;0.0544;1.19;1.2
40103907857;-105169247065;15362666;2;12;0.0743;0.0570;0.1105;0.0323;-0.0327;0.0543;1.39;1.0
40103910931;-105169258117;15362712;2;11;0.0742;0.0573;0.1105;0.0318;-0.0323;0.0541;0.59;1.1
40103914133;-105169269523;15362822;2;11;0.0742;0.0573;0.1104;0.0317;-0.0322;0.0540;0.79;1.1
40103917906;-105169280569;15362475;2;10;0.0742;0.0573;0.1104;0.0317;-0.0323;0.0539;0.99;1.1
40103922081;-105169292149;15362733;2;10;0.0741;0.0573;0.1103;0.0316;-0.0323;0.0538;0.19;1.0
40103926760;-105169303405;15362752;2;8;0.0741;0.0574;0.1106;0.0315;-0.0318;0.0536;0.39;1.0
40103931567;-105169315477;15362735;2;7;0.0740;0.0575;0.1106;0.0314;-0.0316;0.0535;0.59;0.0
40103937023;-105169327565;15362374;2;7;0.0740;0.0575;0.1106;0.0314;-0.0316;0.0534;0.79;0.0
40103942346;-105169337461;15364543;2;7;0.0739;0.0575;0.1106;0.0313;-0.0316;0.0534;0.99;0.0
40103950042;-105169349959;15365122;2;5;0.0765;0.0606;0.1135;0.0358;-0.0324;0.0533;1.19;1.1
40103978026;-105169386982;15368768;2;4;0.2018;0.1955;0.1591;0.1089;-0.0457;0.0562;0.79;0.0
40103979313;-105169402771;15369078;2;5;0.1305;0.1181;0.1908;0.0717;-0.0966;-0.0731;0.99;0.0
40103987907;-105169415447;15367342;2;7;0.1265;0.1175;0.1609;0.0758;-0.0752;-0.0228;0.19;0.0
40103996081;-105169429447;15367651;2;6;0.1390;0.1316;0.1724;0.0991;-0.0788;-0.0234;0.39;0.0
40104005902;-105169441935;15367946;2;11;0.1306;0.1194;0.1464;0.0869;-0.0377;0.0588;0.59;0.0
40104014260;-105169457086;15367896;2;10;0.1265;0.1153;0.1436;0.0811;-0.0449;0.0508;0.79;0.0
40104023483;-105169471623;15367600;2;10;0.1253;0.1137;0.1443;0.0790;-0.0466;0.0487;0.99;0.0
40104032903;-105169486761;15368078;2;11;0.1245;0.1132;0.1450;0.0782;-0.0503;0.0442;0.19;0.0
40104042346;-105169502256;15368520;2;13;0.1242;0.1135;0.1451;0.0785;-0.0522;0.0422;0.39;0.0
40104052192;-105169517655;15368333;2;13;0.1238;0.1129;0.1440;0.0780;-0.0507;0.0423;0.59;0.0
40104062158;-105169533427;15368545;2;11;0.1237;0.1134;0.1434;0.0783;-0.0513;0.0415;0.79;0.0
40104072102;-105169549570;15368734;2;11;0.1235;0.1137;0.1431;0.0785;-0.0520;0.0407;0.99;0.0
40104082133;-105169566310;15369103;2;12;0.1230;0.1120;0.1416;0.0773;-0.0484;0.0420;0.19;0.0
40104092573;-105169582784;15368977;2;12;0.1228;0.1122;0.1412;0.0774;-0.0485;0.0417;0.39;0.0
40104103180;-105169599331;15368717;2;11;0.1226;0.1128;0.1414;0.0776;-0.0499;0.0411;0.59;0.0
40104113724;-105169615958;15368682;2;12;0.1222;0.1129;0.1414;0.0773;-0.0503;0.0410;0.79;0.0
40104124361;-105169632803;15368705;2;12;0.1219;0.1126;0.1412;0.0770;-0.0501;0.0409;0.99;0.0
40104134961;-105169650028;15368970;2;12;0.1216;0.1120;0.1407;0.0766;-0.0492;0.0410;0.19;0.0
40104145812;-105169667050;15369185;2;11;0.1214;0.1120;0.1404;0.0765;-0.0492;0.0408;0.39;0.0
40104156729;-105169684188;15369220;2;11;0.1212;0.1120;0.1403;0.0765;-0.0492;0.0408;0.59;0.0
40104167736;-105169701641;15369434;2;12;0.1210;0.1119;0.1401;0.0763;-0.0492;0.0406;0.79;0.0
40104178851;-105169719116;15369347;2;12;0.1207;0.1117;0.1399;0.0760;-0.0489;0.0406;0.99;0.0
40104190064;-105169736457;15369188;2;13;0.1203;0.1113;0.1396;0.0756;-0.0486;0.0405;0.19;0.0
40104201099;-105169754034;15369280;2;15;0.1199;0.1107;0.1394;0.0751;-0.0482;0.0405;0.39;0.0
