latitude(deg);longitude(deg);height(m);Q;ns;sdn(m);sde(m);sdu(m);sdne(m);sdeu(m);sdun(m);age(s);ratio
40020203350;-105258298625;15958263;1;16;0.0054;0.0052;0.0104;0.0008;-0.0015;-0.0016;0.39;36.2
40020203350;-105258298581;15958219;1;16;0.0055;0.0053;0.0105;0.0008;-0.0015;-0.0016;0.59;36.4
40020203361;-105258298592;15958265;1;16;0.0055;0.0053;0.0105;0.0008;-0.0015;-0.0016;0.79;36.7
40020203375;-105258298641;15958250;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;36.9
40020203330;-105258298586;15958285;1;16;0.0054;0.0052;0.0104;0.0008;-0.0015;-0.0016;0.19;37.2
40020203321;-105258298625;15958254;1;16;0.0054;0.0052;0.0104;0.0008;-0.0015;-0.0016;0.39;37.5
40020203316;-105258298612;15958252;1;16;0.0055;0.0053;0.0105;0.0008;-0.0015;-0.0016;0.59;37.7
40020203332;-105258298596;15958230;1;16;0.0055;0.0053;0.0105;0.0008;-0.0015;-0.0016;0.79;38.0
40020203344;-105258298623;15958253;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;38.3
40020203336;-105258298593;15958221;1;16;0.0054;0.0052;0.0104;0.0008;-0.0015;-0.0016;0.19;38.5
40020203353;-105258298623;15958244;1;16;0.0054;0.0052;0.0104;0.0008;-0.0015;-0.0016;0.39;38.8
40020203343;-105258298614;15958239;1;16;0.0055;0.0053;0.0105;0.0008;-0.0015;-0.0016;0.59;39.1
40020203322;-105258298597;15958262;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;39.4
40020203346;-105258298617;15958294;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;39.8
40020203334;-105258298602;15958288;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0017;1.19;40.1
40020203338;-105258298618;15958271;1;16;0.0055;0.0052;0.0105;0.0008;-0.0015;-0.0016;0.39;40.5
40020203354;-105258298629;15958229;1;16;0.0055;0.0053;0.0105;0.0008;-0.0015;-0.0016;0.59;40.8
40020203351;-105258298641;15958223;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;41.1
40020203352;-105258298616;15958215;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;41.3
40020203333;-105258298604;15958194;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0017;1.19;41.6
40020203348;-105258298620;15958209;1;16;0.0055;0.0052;0.0105;0.0008;-0.0015;-0.0016;0.39;42.0
40020203343;-105258298617;15958194;1;16;0.0055;0.0053;0.0105;0.0008;-0.0015;-0.0016;0.59;42.2
40020203372;-105258298619;15958192;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;42.5
40020203496;-105258298603;15958212;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;42.7
40020203765;-105258298608;15958204;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0017;1.19;42.7
40020204154;-105258298613;15958232;1;16;0.0055;0.0052;0.0105;0.0008;-0.0015;-0.0016;0.39;42.7
40020204641;-105258298623;15958243;1;16;0.0055;0.0053;0.0105;0.0008;-0.0015;-0.0016;0.59;42.7
40020205316;-105258298693;15958261;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;42.8
40020206185;-105258298708;15958279;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;42.8
40020207417;-105258298776;15958255;1;16;0.0054;0.0052;0.0104;0.0009;-0.0015;-0.0016;0.19;42.9
40020209035;-105258298780;15958237;1;16;0.0054;0.0052;0.0104;0.0008;-0.0015;-0.0016;0.39;42.9
40020211164;-105258298830;15958202;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.59;42.8
40020213846;-105258298814;15958243;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;42.8
40020217208;-105258298751;15958151;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;42.8
40020221277;-105258298945;15958168;1;16;0.0054;0.0052;0.0104;0.0009;-0.0015;-0.0016;0.19;42.7
40020225973;-105258299031;15958267;1;16;0.0055;0.0052;0.0104;0.0008;-0.0015;-0.0016;0.39;42.6
40020231255;-105258298971;15958391;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.59;42.5
40020237011;-105258298869;15958396;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;42.4
40020243215;-105258298764;15958358;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;42.4
40020249848;-105258298779;15958427;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0017;1.19;42.5
40020256769;-105258298592;15958452;1;16;0.0055;0.0052;0.0105;0.0008;-0.0015;-0.0016;0.39;42.5
40020264271;-105258298242;15958391;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.59;42.6
40020272325;-105258298033;15958373;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;42.7
40020280837;-105258297758;15958423;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;42.7
40020289715;-105258297410;15958423;1;16;0.0054;0.0052;0.0104;0.0009;-0.0015;-0.0015;0.19;42.6
40020298916;-105258296912;15958398;1;16;0.0055;0.0052;0.0104;0.0008;-0.0014;-0.0016;0.39;42.6
40020308461;-105258296640;15958397;1;16;0.0055;0.0052;0.0105;0.0008;-0.0014;-0.0016;0.59;42.6
40020318408;-105258296208;15958408;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;42.6
40020328715;-105258295930;15958381;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;42.6
40020339526;-105258295701;15958588;1;16;0.0054;0.0052;0.0104;0.0009;-0.0015;-0.0015;0.19;42.7
40020350750;-105258295353;15958688;1;16;0.0055;0.0052;0.0104;0.0008;-0.0014;-0.0015;0.39;42.7
40020362329;-105258295083;15958679;1;16;0.0055;0.0052;0.0105;0.0008;-0.0014;-0.0016;0.59;42.7
40020374347;-105258294870;15958656;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;42.7
40020386917;-105258294803;15958688;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;42.7
40020399908;-105258294744;15958701;1;16;0.0054;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.19;42.7
40020413248;-105258294785;15958730;1;16;0.0055;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.39;42.6
40020427072;-105258294755;15958668;1;16;0.0055;0.0052;0.0105;0.0008;-0.0014;-0.0016;0.59;42.6
40020441273;-105258294904;15958667;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;42.6
40020455738;-105258294922;15958639;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;42.6
40020470526;-105258294933;15958808;1;16;0.0054;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.19;42.6
40020485281;-105258295076;15958855;1;16;0.0055;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.39;42.6
40020499994;-105258295080;15958629;1;16;0.0055;0.0052;0.0105;0.0008;-0.0014;-0.0016;0.59;42.6
40020514805;-105258295173;15958494;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;42.6
40020529711;-105258295201;15958276;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;42.6
40020544837;-105258295111;15958204;1;16;0.0054;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.19;42.5
40020560055;-105258295114;15958100;1;16;0.0055;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.39;42.5
40020575349;-105258295092;15957972;1;16;0.0055;0.0052;0.0105;0.0008;-0.0014;-0.0016;0.59;42.4
40020591085;-105258295140;15958079;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;42.3
40020607041;-105258295301;15958051;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;42.2
40020623179;-105258295083;15957872;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0017;1.19;42.2
40020639662;-105258295058;15957769;1;16;0.0055;0.0052;0.0105;0.0009;-0.0014;-0.0016;0.39;42.1
40020656263;-105258295088;15957793;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.59;42.3
40020673192;-105258295018;15957687;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;42.2
40020690424;-105258295060;15957691;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;42.1
40020707957;-105258294817;15957591;1;16;0.0054;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.19;41.9
40020725654;-105258294582;15957509;1;16;0.0055;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.39;41.9
40020743516;-105258294190;15957423;1;16;0.0055;0.0052;0.0105;0.0008;-0.0014;-0.0016;0.59;41.8
40020761332;-105258293860;15957482;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;41.7
40020779094;-105258293352;15957414;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;41.5
40020796725;-105258292579;15957378;1;16;0.0054;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.19;41.5
40020813668;-105258291962;15957237;1;16;0.0055;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.39;41.4
40020830042;-105258291374;15957053;1;16;0.0055;0.0052;0.0105;0.0008;-0.0014;-0.0016;0.59;41.2
40020845780;-105258290885;15956861;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;41.2
40020861032;-105258290469;15956802;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;41.3
40020875753;-105258290134;15956787;1;16;0.0054;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.19;41.6
40020889733;-105258289607;15956576;1;16;0.0055;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.39;41.6
40020902974;-105258289042;15956208;1;16;0.0055;0.0052;0.0105;0.0008;-0.0014;-0.0016;0.59;41.6
40020915429;-105258288740;15956114;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;41.4
40020927603;-105258288318;15955889;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;41.2
40020939315;-105258288048;15955817;1;16;0.0054;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.19;41.2
40020950308;-105258287658;15955759;1;16;0.0055;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.39;41.0
40020960748;-105258287500;15955684;1;16;0.0055;0.0052;0.0105;0.0008;-0.0014;-0.0016;0.59;40.8
40020970674;-105258287061;15955564;1;16;0.0055;0.0053;0.0105;0.0008;-0.0014;-0.0016;0.79;40.8
40020980109;-105258286691;15955534;1;16;0.0055;0.0053;0.0106;0.0008;-0.0014;-0.0016;0.99;40.7
40020989103;-105258286290;15955486;1;16;0.0054;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.19;40.6
40020997626;-105258286026;15955413;1;16;0.0055;0.0052;0.0104;0.0009;-0.0014;-0.0015;0.39;40.6
40021006023;-105258285608;15955396;1;16;0.0055;0.0052;0.0105;0.0009;-0.0014;-0.0016;0.59;40.5
40021014377;-105258285240;15955328;1;15;0.0057;0.0059;0.0112;-0.0019;-0.0034;0.0019;0.79;44.6
40021022780;-105258284833;15955270;1;15;0.0058;0.0060;0.0114;-0.0020;-0.0036;0.0020;0.99;44.6
40021031165;-105258284371;15955242;1;16;0.0058;0.0060;0.0114;-0.0020;-0.0036;0.0020;1.19;44.6
40021039701;-105258283845;15955217;1;16;0.0057;0.0058;0.0114;-0.0015;-0.0032;0.0015;1.39;44.6
40021048504;-105258283220;15955112;1;16;0.0057;0.0057;0.0113;-0.0010;-0.0027;0.0005;1.59;44.5
40021057818;-105258282762;15955078;1;16;0.0056;0.0055;0.0109;-0.0007;-0.0024;-0.0005;0.79;44.5
40021067545;-105258281828;15954863;1;16;0.0056;0.0055;0.0108;-0.0006;-0.0022;-0.0009;0.99;44.4
40021078099;-105258281131;15954730;1;16;0.0056;0.0055;0.0108;-0.0004;-0.0021;-0.0011;1.19;44.3
40021089309;-105258280321;15954680;1;16;0.0055;0.0053;0.0106;0.0001;-0.0020;-0.0011;0.39;44.1
40021101060;-105258279447;15954675;1;16;0.0055;0.0053;0.0106;0.0003;-0.0019;-0.0012;0.59;44.0
40021113526;-105258278586;15954427;1;16;0.0055;0.0054;0.0106;0.0004;-0.0019;-0.0012;0.79;43.8
40021126509;-105258277798;15954336;1;16;0.0055;0.0054;0.0107;0.0004;-0.0018;-0.0013;0.99;43.7
40021140136;-105258276972;15954135;1;16;0.0056;0.0054;0.0107;0.0004;-0.0018;-0.0014;1.19;43.6
40021154279;-105258276076;15954046;1;16;0.0056;0.0054;0.0108;0.0004;-0.0017;-0.0015;1.39;43.5
40021168991;-105258275156;15953880;1;16;0.0056;0.0055;0.0109;0.0004;-0.0017;-0.0015;1.59;43.3
40021184190;-105258274124;15953882;1;16;0.0055;0.0053;0.0107;0.0006;-0.0017;-0.0014;0.79;43.1
40021199996;-105258273019;15953781;1;16;0.0055;0.0054;0.0107;0.0006;-0.0017;-0.0014;0.99;43.0
40021216271;-105258271727;15953721;1;16;0.0055;0.0053;0.0105;0.0007;-0.0017;-0.0013;0.19;42.9
40021232903;-105258270569;15953665;1;16;0.0055;0.0053;0.0105;0.0007;-0.0017;-0.0013;0.39;42.7
40021250150;-105258269305;15953706;1;16;0.0055;0.0053;0.0105;0.0007;-0.0017;-0.0014;0.59;42.6
40021267631;-105258268013;15953608;1;16;0.0055;0.0053;0.0106;0.0007;-0.0016;-0.0014;0.79;42.4
40021285303;-105258266704;15953353;1;15;0.0059;0.0057;0.0115;0.0022;-0.0034;-0.0033;0.99;37.7
40021303125;-105258265286;15953140;1;15;0.0059;0.0058;0.0118;0.0022;-0.0036;-0.0035;1.19;37.6
40021321263;-105258263811;15953014;1;15;0.0060;0.0058;0.0119;0.0023;-0.0036;-0.0035;1.39;37.4
40021339702;-105258262279;15952766;1;15;0.0059;0.0057;0.0116;0.0022;-0.0036;-0.0034;0.59;37.2
40021358086;-105258260680;15952413;1;15;0.0059;0.0057;0.0116;0.0022;-0.0036;-0.0034;0.79;37.1
40021376882;-105258259056;15952476;1;15;0.0059;0.0058;0.0117;0.0022;-0.0036;-0.0035;0.99;36.9
40021395892;-105258257259;15952548;1;16;0.0058;0.0057;0.0116;0.0022;-0.0035;-0.0034;0.19;36.9
40021415102;-105258255560;15952476;1;16;0.0057;0.0055;0.0114;0.0018;-0.0032;-0.0030;0.39;36.8
40021434464;-105258253929;15952280;1;16;0.0056;0.0055;0.0112;0.0015;-0.0028;-0.0026;0.59;36.6
40021453990;-105258252371;15952088;1;16;0.0056;0.0054;0.0110;0.0013;-0.0025;-0.0023;0.79;36.5
40021473500;-105258250847;15951760;1;16;0.0056;0.0054;0.0110;0.0012;-0.0023;-0.0022;0.99;36.3
40021493216;-105258249378;15951752;1;16;0.0055;0.0054;0.0108;0.0012;-0.0022;-0.0020;0.19;36.2
40021512644;-105258247920;15951595;1;16;0.0055;0.0053;0.0107;0.0012;-0.0022;-0.0019;0.39;36.1
40021531983;-105258246537;15951585;1;16;0.0055;0.0054;0.0107;0.0011;-0.0021;-0.0019;0.59;36.0
40021551625;-105258245483;15951921;1;16;0.0055;0.0054;0.0108;0.0011;-0.0021;-0.0019;0.79;35.8
40021571061;-105258244643;15952100;1;16;0.0056;0.0054;0.0108;0.0010;-0.0020;-0.0019;0.99;35.8
40021590553;-105258244083;15952278;1;16;0.0058;0.0061;0.0115;-0.0018;-0.0038;0.0015;1.19;35.7
40021610008;-105258243804;15952464;1;16;0.0056;0.0058;0.0114;-0.0013;-0.0035;0.0012;0.39;35.6
40021629463;-105258243746;15952528;1;16;0.0056;0.0056;0.0112;-0.0007;-0.0031;-0.0003;0.59;35.5
40021648888;-105258243544;15952529;1;16;0.0056;0.0055;0.0111;-0.0002;-0.0028;-0.0011;0.79;35.4
40021668248;-105258243458;15952701;1;16;0.0056;0.0055;0.0110;0.0003;-0.0026;-0.0013;0.99;35.3
40021687702;-105258243293;15952956;1;16;0.0056;0.0055;0.0110;0.0004;-0.0024;-0.0014;1.19;35.2
40021707175;-105258243111;15953141;1;16;0.0056;0.0056;0.0111;0.0005;-0.0023;-0.0016;1.39;35.1
40021726551;-105258242849;15953327;1;16;0.0057;0.0056;0.0111;0.0005;-0.0023;-0.0016;1.59;35.0
40021745978;-105258242652;15953480;1;16;0.0055;0.0054;0.0109;0.0007;-0.0022;-0.0015;0.79;34.9
40021765423;-105258242317;15953606;1;16;0.0055;0.0054;0.0109;0.0007;-0.0022;-0.0015;0.99;34.9
40021784613;-105258241853;15953650;1;16;0.0055;0.0052;0.0105;0.0010;-0.0016;-0.0017;0.19;3.6
40021803748;-105258241311;15953857;1;16;0.0055;0.0053;0.0105;0.0010;-0.0016;-0.0017;0.39;3.8
40021822725;-105258240713;15954036;1;16;0.0055;0.0053;0.0105;0.0010;-0.0016;-0.0017;0.59;4.0
40021841516;-105258240168;15954239;1;16;0.0055;0.0053;0.0106;0.0010;-0.0016;-0.0017;0.79;4.2
40021860209;-105258239343;15954473;1;16;0.0055;0.0053;0.0106;0.0010;-0.0015;-0.0018;0.99;4.4
40021878728;-105258238300;15954649;1;16;0.0056;0.0053;0.0107;0.0009;-0.0015;-0.0018;1.19;4.5
40021897078;-105258237081;15954799;1;16;0.0055;0.0053;0.0105;0.0010;-0.0016;-0.0017;0.39;4.8
40021915227;-105258235635;15954926;1;15;0.0058;0.0056;0.0113;0.0022;-0.0032;-0.0033;0.59;4.9
40021933243;-105258233968;15955028;1;15;0.0059;0.0057;0.0115;0.0023;-0.0034;-0.0035;0.79;5.1
40021951108;-105258231941;15955233;1;15;0.0059;0.0057;0.0116;0.0023;-0.0034;-0.0035;0.99;5.3
40021968844;-105258229701;15955410;1;16;0.0058;0.0056;0.0114;0.0023;-0.0034;-0.0034;0.19;5.5
40021986421;-105258227078;15955532;1;16;0.0057;0.0055;0.0113;0.0019;-0.0030;-0.0030;0.39;5.7
40022003826;-105258223914;15955658;1;16;0.0056;0.0054;0.0111;0.0015;-0.0026;-0.0026;0.59;5.8
40022021179;-105258220359;15955683;1;16;0.0056;0.0054;0.0110;0.0014;-0.0023;-0.0024;0.79;6.0
40022037954;-105258216483;15955670;1;16;0.0056;0.0054;0.0109;0.0013;-0.0021;-0.0022;0.99;6.1
40022054359;-105258212364;15955783;1;16;0.0055;0.0053;0.0107;0.0013;-0.0020;-0.0021;0.19;6.3
40022070046;-105258207953;15955937;1;16;0.0055;0.0053;0.0106;0.0012;-0.0019;-0.0020;0.39;6.5
40022085051;-105258203327;15956091;1;16;0.0055;0.0053;0.0106;0.0012;-0.0018;-0.0020;0.59;6.6
40022099378;-105258198439;15956128;1;16;0.0055;0.0053;0.0107;0.0011;-0.0018;-0.0019;0.79;6.8
40022113129;-105258193333;15956246;1;16;0.0056;0.0053;0.0107;0.0011;-0.0018;-0.0019;0.99;7.0
40022126490;-105258188109;15956308;1;16;0.0055;0.0053;0.0106;0.0011;-0.0017;-0.0018;0.19;7.2
40022139351;-105258182779;15956399;1;16;0.0055;0.0053;0.0106;0.0011;-0.0017;-0.0018;0.39;7.3
40022151644;-105258177367;15956427;1;16;0.0055;0.0053;0.0106;0.0011;-0.0017;-0.0018;0.59;7.5
40022163183;-105258171705;15956555;1;16;0.0055;0.0053;0.0106;0.0010;-0.0017;-0.0018;0.79;7.7
40022174148;-105258165758;15956706;1;16;0.0055;0.0053;0.0107;0.0010;-0.0016;-0.0018;0.99;7.9
40022185077;-105258159384;15956999;1;16;0.0055;0.0053;0.0105;0.0010;-0.0016;-0.0017;0.19;8.0
40022196061;-105258152645;15957365;1;16;0.0055;0.0053;0.0105;0.0010;-0.0016;-0.0017;0.39;8.2
40022206507;-105258145659;15957390;1;16;0.0055;0.0053;0.0106;0.0010;-0.0016;-0.0017;0.59;8.3
40022216735;-105258138629;15957018;1;16;0.0055;0.0053;0.0106;0.0010;-0.0016;-0.0018;0.79;8.5
40022226551;-105258130642;15956802;1;16;0.0055;0.0053;0.0106;0.0010;-0.0016;-0.0018;0.99;8.7
40022236350;-105258122140;15956389;1;16;0.0055;0.0052;0.0105;0.0010;-0.0016;-0.0017;0.19;8.8
40022245981;-105258113068;15955889;1;16;0.0055;0.0053;0.0105;0.0010;-0.0016;-0.0017;0.39;9.0
40022255197;-105258103517;15955402;1;16;0.0055;0.0053;0.0105;0.0010;-0.0016;-0.0017;0.59;9.2
40022263910;-105258093450;15954870;1;16;0.0055;0.0053;0.0106;0.0010;-0.0015;-0.0017;0.79;9.3
40022272718;-105258082668;15954404;1;16;0.0055;0.0053;0.0106;0.0010;-0.0015;-0.0017;0.99;9.5
40022281460;-105258070658;15954386;1;16;0.0056;0.0053;0.0107;0.0009;-0.0015;-0.0018;1.19;9.6
40022289888;-105258058054;15954292;1;16;0.0055;0.0053;0.0105;0.0010;-0.0015;-0.0017;0.39;9.8
40022298108;-105258044504;15954187;1;16;0.0055;0.0053;0.0105;0.0010;-0.0015;-0.0017;0.59;9.9
40022306052;-105258030195;15954147;1;16;0.0055;0.0053;0.0106;0.0009;-0.0015;-0.0017;0.79;10.1
40022313699;-105258014978;15953900;1;16;0.0055;0.0053;0.0106;0.0009;-0.0015;-0.0017;0.99;10.2
40022321256;-105257998796;15953676;1;16;0.0056;0.0053;0.0107;0.0009;-0.0015;-0.0017;1.19;10.4
40022328321;-105257981576;15953387;1;16;0.0055;0.0052;0.0105;0.0010;-0.0015;-0.0016;0.39;10.5
40022335205;-105257963568;15953045;1;16;0.0055;0.0053;0.0105;0.0009;-0.0015;-0.0016;0.59;10.7
40022341565;-105257944671;15952712;1;16;0.0055;0.0053;0.0106;0.0009;-0.0015;-0.0017;0.79;10.8
40022347543;-105257924944;15952400;1;16;0.0055;0.0053;0.0106;0.0009;-0.0015;-0.0017;0.99;10.9
40022353217;-105257904610;15952216;1;16;0.0055;0.0052;0.0105;0.0010;-0.0015;-0.0016;0.19;11.1
40022358581;-105257883694;15951999;1;16;0.0055;0.0052;0.0105;0.0009;-0.0015;-0.0016;0.39;11.2
40022363779;-105257862298;15951787;1;16;0.0055;0.0053;0.0105;0.0009;-0.0015;-0.0016;0.59;11.3
40022368781;-105257840441;15951571;1;16;0.0055;0.0053;0.0106;0.0009;-0.0015;-0.0017;0.79;11.4
40022373690;-105257818118;15951321;1;16;0.0055;0.0053;0.0106;0.0009;-0.0014;-0.0017;0.99;11.6
40022378585;-105257795387;15951104;1;16;0.0055;0.0052;0.0105;0.0009;-0.0015;-0.0016;0.19;11.7
40022383469;-105257772517;15950855;1;16;0.0055;0.0052;0.0105;0.0009;-0.0015;-0.0016;0.39;11.8
40022388406;-105257749401;15950618;1;16;0.0055;0.0053;0.0105;0.0009;-0.0015;-0.0016;0.59;11.8
40022393258;-105257726172;15950206;1;16;0.0062;0.0053;0.0112;0.0017;0.0007;0.0028;0.79;11.2
40022398114;-105257702877;15949834;1;15;0.0062;0.0054;0.0114;0.0017;0.0009;0.0030;0.99;11.3
40022402999;-105257679567;15949467;1;15;0.0063;0.0054;0.0115;0.0017;0.0010;0.0030;1.19;11.4
40022407861;-105257656160;15949195;1;15;0.0062;0.0053;0.0113;0.0017;0.0008;0.0030;0.39;11.5
40022412842;-105257632720;15948987;1;15;0.0062;0.0053;0.0113;0.0017;0.0009;0.0030;0.59;11.6
40022417851;-105257609184;15948838;1;15;0.0062;0.0053;0.0114;0.0017;0.0009;0.0030;0.79;11.7
40022422878;-105257585561;15948577;1;15;0.0062;0.0054;0.0114;0.0017;0.0009;0.0030;0.99;11.8
40022427864;-105257561826;15948481;1;15;0.0062;0.0053;0.0113;0.0017;0.0008;0.0030;0.19;11.9
40022432894;-105257537892;15948367;1;16;0.0062;0.0053;0.0113;0.0017;0.0008;0.0030;0.39;11.9
40022437841;-105257513639;15948070;1;16;0.0059;0.0053;0.0112;0.0014;0.0001;0.0024;0.59;12.0
40022442959;-105257489305;15947883;1;16;0.0058;0.0053;0.0111;0.0012;-0.0008;0.0017;0.79;12.1
40022448043;-105257464709;15947744;1;16;0.0057;0.0053;0.0110;0.0011;-0.0010;0.0011;0.99;12.2
40022453089;-105257440156;15947623;1;16;0.0057;0.0053;0.0109;0.0011;-0.0011;0.0005;1.19;12.3
40022458175;-105257415698;15947341;1;16;0.0057;0.0054;0.0110;0.0011;-0.0011;-0.0007;1.39;12.4
40022463255;-105257391232;15947201;1;16;0.0056;0.0053;0.0107;0.0011;-0.0012;-0.0007;0.59;12.5
40022468298;-105257366633;15946987;1;16;0.0056;0.0053;0.0107;0.0010;-0.0012;-0.0009;0.79;12.5
40022473375;-105257342035;15946736;1;16;0.0056;0.0053;0.0107;0.0010;-0.0012;-0.0010;0.99;12.6
40022478486;-105257317335;15946526;1;16;0.0055;0.0052;0.0106;0.0010;-0.0013;-0.0010;0.19;12.7
40022483654;-105257292498;15946336;1;16;0.0055;0.0052;0.0106;0.0010;-0.0013;-0.0010;0.39;12.7
40022488830;-105257267588;15946176;1;16;0.0055;0.0053;0.0106;0.0010;-0.0013;-0.0011;0.59;12.8
40022494016;-105257242540;15945987;1;16;0.0056;0.0053;0.0106;0.0010;-0.0013;-0.0012;0.79;12.9
40022499159;-105257217460;15945736;1;16;0.0056;0.0053;0.0107;0.0010;-0.0013;-0.0013;0.99;13.0
40022504313;-105257192347;15945539;1;16;0.0056;0.0053;0.0108;0.0010;-0.0013;-0.0013;1.19;13.0
40022509440;-105257167294;15945378;1;16;0.0055;0.0052;0.0106;0.0010;-0.0013;-0.0012;0.39;13.1
40022514538;-105257142323;15945160;1;16;0.0055;0.0053;0.0106;0.0010;-0.0013;-0.0013;0.59;13.1
40022519665;-105257117496;15944974;1;16;0.0055;0.0053;0.0106;0.0010;-0.0013;-0.0013;0.79;13.2
40022524767;-105257092753;15944802;1;16;0.0056;0.0053;0.0107;0.0009;-0.0013;-0.0014;0.99;13.2
40022529888;-105257068106;15944562;1;16;0.0059;0.0057;0.0115;0.0022;-0.0032;-0.0032;1.19;13.3
40022534981;-105257043613;15944279;1;16;0.0057;0.0055;0.0114;0.0019;-0.0029;-0.0029;0.39;13.3
40022540039;-105257019216;15944079;1;16;0.0057;0.0054;0.0112;0.0016;-0.0025;-0.0025;0.59;13.4
40022545033;-105256994891;15943899;1;16;0.0056;0.0054;0.0110;0.0014;-0.0022;-0.0022;0.79;13.4
40022550021;-105256970683;15943684;1;16;0.0056;0.0054;0.0109;0.0013;-0.0020;-0.0021;0.99;13.4
40022555036;-105256946623;15943430;1;16;0.0056;0.0053;0.0107;0.0013;-0.0019;-0.0019;0.19;13.5
40022560054;-105256922620;15943240;1;16;0.0055;0.0053;0.0107;0.0012;-0.0018;-0.0018;0.39;13.6
40022565012;-105256898744;15943003;1;16;0.0056;0.0053;0.0107;0.0012;-0.0018;-0.0018;0.59;13.6
40022569920;-105256874913;15942794;1;16;0.0056;0.0053;0.0107;0.0012;-0.0017;-0.0018;0.79;13.7
40022574838;-105256851038;15942634;1;16;0.0056;0.0053;0.0108;0.0011;-0.0017;-0.0018;0.99;13.7
40022579717;-105256827134;15942459;1;16;0.0056;0.0054;0.0108;0.0011;-0.0016;-0.0018;1.19;13.7
40022584600;-105256803052;15942291;1;16;0.0055;0.0053;0.0106;0.0011;-0.0017;-0.0017;0.39;13.8
